Type,Questions,Answer,Code,Dataset_Name,Date_Generated
Hypothesis Question,"Given that the RATING is greater than or equal to 4,  verify hypothesis that the average ATTENDANCE is higher when DJ is 'Blue' than when DJ is 'Ania'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when DJ = 'Blue' and when DJ = 'Ania';df <- df[df$Rating >= 4, ];mean(df[df$DJ == 'Blue', ]$Attendance); mean(df[df$DJ == 'Ania', ]$Attendance);permutation_test(df, 'DJ', 'Attendance', 10000, 'Blue', 'Ania');",PARTY DATASET,2024-04-07
Hypothesis Question,"Given that MUSIC is not 'Salsa',  verify hypothesis that the average RATING is higher when DAY is 'Friday' than when DAY is 'Saturday'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when DAY = 'Friday' and when DAY = 'Saturday';df <- df[df$Music != 'Salsa', ];mean(df[df$Day == 'Friday', ]$Rating); mean(df[df$Day == 'Saturday', ]$Rating);permutation_test(df, 'Day', 'Rating', 10000, 'Friday', 'Saturday');",PARTY DATASET,2024-04-07
Hypothesis Question,"Verify hypothesis that the average RATING is higher when MUSIC is 'Salsa' than when MUSIC is 'HipHop',  where the ATTENDANCE is greater than 70","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when MUSIC = 'Salsa' and when MUSIC = 'HipHop';df <- df[df$Attendance > 70, ];mean(df[df$Music == 'Salsa', ]$Rating); mean(df[df$Music == 'HipHop', ]$Rating);permutation_test(df, 'Music', 'Rating', 10000, 'Salsa', 'HipHop');",PARTY DATASET,2024-04-07
Hypothesis Question,Test the hypothesis that the average ATTENDANCE is higher when DJ is 'Mski' than when DJ is 'Ania',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when DJ = 'Mski' and when DJ = 'Ania';permutation_test(df, 'DJ', 'Attendance', 10000, 'Mski', 'Ania');",PARTY DATASET,2024-04-07
Hypothesis Question,"Given that DAY is not 'Thursday',  verify hypothesis that the average RATING is higher when MUSIC is 'HipHop' than when MUSIC is 'Rock'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when MUSIC = 'HipHop' and when MUSIC = 'Rock';df <- df[df$Day != 'Thursday', ];mean(df[df$Music == 'HipHop', ]$Rating); mean(df[df$Music == 'Rock', ]$Rating);permutation_test(df, 'Music', 'Rating', 10000, 'HipHop', 'Rock');",PARTY DATASET,2024-04-07
Hypothesis Question,Verify hypothesis that the average ATTENDANCE is higher when DJ is 'Rohit' than when DJ is 'Blue',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when DJ = 'Rohit' and when DJ = 'Blue';permutation_test(df, 'DJ', 'Attendance', 10000, 'Rohit', 'Blue');",PARTY DATASET,2024-04-07
Hypothesis Question,"Verify hypothesis that the average RATING is higher when DJ is 'Blue' than when DJ is 'Mski',  where the ATTENDANCE is less than 20 and DAY is 'Saturday'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when DJ = 'Blue' and when DJ = 'Mski';df <- df[df$Attendance < 20 & df$Day == 'Saturday', ];mean(df[df$DJ == 'Blue', ]$Rating); mean(df[df$DJ == 'Mski', ]$Rating);permutation_test(df, 'DJ', 'Rating', 10000, 'Blue', 'Mski');",PARTY DATASET,2024-04-07
Hypothesis Question,"Given that DAY is not 'Saturday',  verify hypothesis that the average RATING is higher when MUSIC is 'HipHop' than when MUSIC is 'Jazz'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when MUSIC = 'HipHop' and when MUSIC = 'Jazz';df <- df[df$Day != 'Saturday', ];mean(df[df$Music == 'HipHop', ]$Rating); mean(df[df$Music == 'Jazz', ]$Rating);permutation_test(df, 'Music', 'Rating', 10000, 'HipHop', 'Jazz');",PARTY DATASET,2024-04-07
Hypothesis Question,"Verify hypothesis that the average ATTENDANCE is higher when DAY is 'Thursday' than when DAY is 'Saturday',  where the RATING is greater than or equal to 4 and MUSIC is 'HipHop'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when DAY = 'Thursday' and when DAY = 'Saturday';df <- df[df$Rating >= 4 & df$Music == 'HipHop', ];mean(df[df$Day == 'Thursday', ]$Attendance); mean(df[df$Day == 'Saturday', ]$Attendance);permutation_test(df, 'Day', 'Attendance', 10000, 'Thursday', 'Saturday');",PARTY DATASET,2024-04-07
Hypothesis Question,"Verify hypothesis that the average RATING is higher when MUSIC is 'Salsa' than when MUSIC is 'Jazz',  where the ATTENDANCE is less than 20 and DJ is not 'Mski'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when MUSIC = 'Salsa' and when MUSIC = 'Jazz';df <- df[df$Attendance < 20 & df$DJ != 'Mski', ];mean(df[df$Music == 'Salsa', ]$Rating); mean(df[df$Music == 'Jazz', ]$Rating);permutation_test(df, 'Music', 'Rating', 10000, 'Salsa', 'Jazz');",PARTY DATASET,2024-04-07
Hypothesis Question,Test the hypothesis that the average RATING is higher when DJ is 'Carol' than when DJ is 'Alex',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when DJ = 'Carol' and when DJ = 'Alex';permutation_test(df, 'DJ', 'Rating', 10000, 'Carol', 'Alex');",PARTY DATASET,2024-04-07
Hypothesis Question,"Verify hypothesis that the average ATTENDANCE is higher when DAY is 'Saturday' than when DAY is 'Thursday',  where the RATING is less than or equal to 3 and MUSIC is not 'Jazz'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when DAY = 'Saturday' and when DAY = 'Thursday';df <- df[df$Rating <= 3 & df$Music != 'Jazz', ];mean(df[df$Day == 'Saturday', ]$Attendance); mean(df[df$Day == 'Thursday', ]$Attendance);permutation_test(df, 'Day', 'Attendance', 10000, 'Saturday', 'Thursday');",PARTY DATASET,2024-04-07
Hypothesis Question,Verify hypothesis that the average RATING is higher when DJ is 'Carol' than when DJ is 'Mski',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when DJ = 'Carol' and when DJ = 'Mski';permutation_test(df, 'DJ', 'Rating', 10000, 'Carol', 'Mski');",PARTY DATASET,2024-04-07
Hypothesis Question,"Verify hypothesis that the average ATTENDANCE is higher when MUSIC is 'Salsa' than when MUSIC is 'Rock',  where the RATING is less than 2","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when MUSIC = 'Salsa' and when MUSIC = 'Rock';df <- df[df$Rating < 2, ];mean(df[df$Music == 'Salsa', ]$Attendance); mean(df[df$Music == 'Rock', ]$Attendance);permutation_test(df, 'Music', 'Attendance', 10000, 'Salsa', 'Rock');",PARTY DATASET,2024-04-07
Hypothesis Question,Test the hypothesis that the average RATING is higher when DJ is 'Mski' than when DJ is 'Rohit',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when DJ = 'Mski' and when DJ = 'Rohit';permutation_test(df, 'DJ', 'Rating', 10000, 'Mski', 'Rohit');",PARTY DATASET,2024-04-07
Hypothesis Question,Test the hypothesis that the average ATTENDANCE is higher when DJ is 'Mski' than when DJ is 'Carol',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when DJ = 'Mski' and when DJ = 'Carol';permutation_test(df, 'DJ', 'Attendance', 10000, 'Mski', 'Carol');",PARTY DATASET,2024-04-07
Hypothesis Question,Test the hypothesis that the average RATING is higher when DJ is 'Ania' than when DJ is 'Blue',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when DJ = 'Ania' and when DJ = 'Blue';permutation_test(df, 'DJ', 'Rating', 10000, 'Ania', 'Blue');",PARTY DATASET,2024-04-07
Hypothesis Question,"Verify hypothesis that the average ATTENDANCE is higher when DJ is 'Blue' than when DJ is 'Carol',  where the RATING is greater than 3 and MUSIC is 'Rock'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when DJ = 'Blue' and when DJ = 'Carol';df <- df[df$Rating > 3 & df$Music == 'Rock', ];mean(df[df$DJ == 'Blue', ]$Attendance); mean(df[df$DJ == 'Carol', ]$Attendance);permutation_test(df, 'DJ', 'Attendance', 10000, 'Blue', 'Carol');",PARTY DATASET,2024-04-07
Hypothesis Question,"Verify hypothesis that the average ATTENDANCE is higher when DAY is 'Thursday' than when DAY is 'Saturday',  where the RATING is less than or equal to 3","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when DAY = 'Thursday' and when DAY = 'Saturday';df <- df[df$Rating <= 3, ];mean(df[df$Day == 'Thursday', ]$Attendance); mean(df[df$Day == 'Saturday', ]$Attendance);permutation_test(df, 'Day', 'Attendance', 10000, 'Thursday', 'Saturday');",PARTY DATASET,2024-04-07
Hypothesis Question,"Verify hypothesis that the average ATTENDANCE is higher when MUSIC is 'Rock' than when MUSIC is 'Salsa',  where DAY is not 'Thursday'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when MUSIC = 'Rock' and when MUSIC = 'Salsa';df <- df[df$Day != 'Thursday', ];mean(df[df$Music == 'Rock', ]$Attendance); mean(df[df$Music == 'Salsa', ]$Attendance);permutation_test(df, 'Music', 'Attendance', 10000, 'Rock', 'Salsa');",PARTY DATASET,2024-04-07
Hypothesis Question,"Verify hypothesis that the average ATTENDANCE is higher when DAY is 'Saturday' than when DAY is 'Friday',  where the RATING is greater than or equal to 2 and DJ is 'Rohit'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when DAY = 'Saturday' and when DAY = 'Friday';df <- df[df$Rating >= 2 & df$DJ == 'Rohit', ];mean(df[df$Day == 'Saturday', ]$Attendance); mean(df[df$Day == 'Friday', ]$Attendance);permutation_test(df, 'Day', 'Attendance', 10000, 'Saturday', 'Friday');",PARTY DATASET,2024-04-07
